0.000000, 110
2.087997, 110
0.018986, 110
2.894159, 110
0.027188, 110
1.657138, 31
0.000138, 31
0.009707, 148
0.007983, 255
0.001269, 0
0.006558, 0
0.000090, 0
0.000203, 1238
0.000037, 549
0.006276, 0
0.000001, 0
0.000425, 1238
0.000048, 0
0.001993, 1238
0.000001, 1238
0.000001, 382
0.000000, 1184
0.000084, 0
0.000065, 0
0.001097, 64
0.000101, 92
0.000075, 511
0.005539, 287
0.000001, 287
0.000092, 0
0.001168, 65
0.000026, 0
0.000072, 31
0.045413, 0
0.075664, 0
0.000223, 0
0.028371, 1238
0.000002, 84
0.000001, 78
0.000240, 0
0.002792, 1238
0.000000, 84
0.000001, 316
0.000110, 0
0.006039, 1238
0.000001, 84
0.000001, 1238
0.000001, 84
0.000000, 1238
0.000001, 1238
0.000001, 1238
0.000001, 1238
0.000001, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000001, 1238
0.000001, 69
0.000161, 0
0.000173, 0
0.009590, 28
0.000108, 28
0.003803, 139
0.000000, 246
0.000777, 0
0.007293, 0
0.000000, 1238
0.000001, 84
0.000000, 1238
0.000002, 84
0.000000, 1238
0.000001, 1238
0.000000, 168
0.000001, 25
0.000160, 0
0.000058, 0
0.000134, 1238
0.000028, 514
0.000024, 0
0.003692, 1238
0.000000, 84
0.000001, 1238
0.000000, 84
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000000, 1238
0.000001, 336
0.000000, 31
0.000074, 0
0.000070, 0
0.002897, 0
0.000000, 0
0.000000, 1238
0.000110, 0
0.001160, 1238
0.000000, 1238
0.000001, 382
0.000000, 1184
0.000001, 1238
0.000000, 84
0.000001, 1238
0.000000, 84
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000001, 1238
0.000000, 336
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000064, 1238
0.000000, 1238
0.000001, 1238
0.000028, 0
0.000041, 0
0.000029, 1238
0.000001, 1238
0.000001, 1238
0.000001, 1238
0.000004, 0
0.000003, 0
0.000028, 0
0.000009, 0
0.000011, 0
0.000047, 1238
0.000000, 1238
0.000021, 0
0.000025, 0
0.000978, 64
0.000303, 92
0.000152, 422
0.000923, 1238
0.000001, 759
0.000086, 0
0.005230, 287
0.000001, 287
0.000090, 0
0.001667, 1238
0.000000, 84
0.000000, 1238
0.000001, 84
0.000000, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000068, 0
0.000062, 0
0.000163, 31
0.004627, 1238
0.000000, 1238
0.000001, 1238
0.000107, 0
0.000090, 0
0.000813, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000023, 1238
0.000001, 1238
0.000030, 0
0.000060, 0
0.000002, 0
0.000003, 1238
0.000001, 1238
0.000036, 0
0.000042, 0
0.000055, 1238
0.000001, 1238
0.000001, 1238
0.000080, 0
0.000015, 0
0.000023, 1238
0.000001, 1238
0.000010, 0
0.000001, 1238
0.000025, 0
0.000036, 0
0.000054, 0
0.000002, 1238
0.000001, 1238
0.000000, 1238
0.000031, 0
0.000034, 0
0.004538, 1238
0.000001, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000001, 1238
0.000111, 0
0.000124, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000042, 0
0.000053, 0
0.000003, 0
0.000008, 1238
0.000018, 0
0.000777, 1238
0.000037, 0
0.001184, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000001, 84
0.000000, 1238
0.000001, 84
0.000000, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000001, 336
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000000, 1067
0.000055, 0
0.000139, 0
0.000023, 0
0.000063, 0
0.003383, 1238
0.000001, 1238
0.000111, 0
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000004, 0
0.000048, 1064
0.000001, 1238
0.000001, 84
0.000001, 0
0.000006, 0
0.000033, 0
0.000022, 0
0.000056, 1238
0.000001, 84
0.000000, 1238
0.000045, 0
0.000078, 0
0.000026, 1238
0.000000, 168
0.000001, 890
0.000048, 0
0.004500, 106
0.003168, 38
0.000008, 112
0.000213, 38
0.000485, 93
0.000038, 71
0.000016, 76
0.000987, 77
0.000046, 111
0.000002, 76
0.000002, 75
0.000023, 75
0.000002, 76
0.000002, 76
0.000002, 76
0.000013, 76
0.000002, 80
0.000160, 76
0.000032, 78
0.000002, 75
0.000016, 79
0.000002, 76
0.000010, 82
0.000026, 79
0.000026, 79
0.000018, 108
0.000016, 77
0.000028, 77
0.000003, 77
0.002077, 0
0.002387, 1238
0.000001, 84
0.000000, 1238
0.000001, 84
0.000000, 1238
0.000001, 1238
0.000000, 166
0.000001, 1238
0.000000, 1238
0.000001, 336
0.000000, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000000, 444
0.000001, 131
0.000090, 0
0.000027, 0
0.000184, 0
0.000065, 1238
0.000001, 84
0.000000, 889
0.000030, 0
0.001062, 0
0.000383, 0
0.000000, 0
0.006315, 0
0.000089, 0
0.000175, 1238
0.000032, 524
0.009272, 0
0.000000, 99
0.000054, 0
0.000206, 576
0.008474, 1238
0.000001, 1238
0.000000, 1238
0.000001, 382
0.000000, 134
0.000081, 0
0.000075, 0
0.000988, 74
0.000091, 92
0.000056, 380
0.001595, 1238
0.000001, 84
0.000000, 1238
0.000001, 84
0.000000, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000001, 336
0.000000, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000075, 0
0.000019, 0
0.000002, 1238
0.000001, 1238
0.000001, 1238
0.000001, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000032, 0
0.000004, 1238
0.000001, 1238
0.000023, 0
0.000024, 0
0.000154, 0
0.000051, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000030, 0
0.000382, 1238
0.000000, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000064, 0
0.000004, 1238
0.000001, 1238
0.000000, 1238
0.000024, 0
0.000120, 0
0.000176, 1238
0.002537, 1238
0.000000, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000000, 1238
0.000062, 0
0.000032, 0
0.000327, 0
0.002954, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000094, 0
0.000083, 1238
0.000001, 1238
0.000000, 1238
0.000009, 0
0.000053, 1238
0.000000, 1238
0.000072, 1238
0.000001, 1238
0.000001, 1238
0.000211, 0
0.000243, 255
0.000000, 1238
0.000001, 1238
0.000001, 1238
0.000041, 0
0.000226, 0
0.001078, 1238
0.000001, 1238
0.000000, 1238
0.000001, 1238
0.000000, 255
0.000000, 1238
0.000001, 1238
0.000001, 1238
0.000000, 1238
0.000000, 1238
0.000001, 1238
0.000000, 1238
